datetime,month,day,hour,t,Station,x,Rainfall_Aries,Rainfall_Boso,Rainfall_Campana,Rainfall_Nangka,Rainfall_Oro,Waterlevel,Discharge,Cross_Section,Velocity,fric_coeff,slope
2016-06-28 16:00:00,6,28,16,230400.0,Sto_Nino,14420,0,0,0,0,0,11.99,16.76606421893586,791.34,0.0211869287776883,0.033,0.0006666666666666
2016-06-28 17:00:00,6,28,17,234000.0,Montalban,0,0,0,0,0,0,20.53,9.008703072998443,615.9000000000001,0.0146268924711778,0.035,0.002
2016-06-28 17:00:00,6,28,17,234000.0,Sto_Nino,14420,0,0,0,0,0,11.98,16.56244462401487,790.6800000000001,0.0209470893711929,0.033,0.0006666666666666
2016-06-28 18:00:00,6,28,18,237600.0,Montalban,0,0,0,0,0,0,20.53,9.008703072998443,615.9000000000001,0.0146268924711778,0.035,0.002
2016-06-28 18:00:00,6,28,18,237600.0,Sto_Nino,14420,0,0,0,0,0,11.98,16.56244462401487,790.6800000000001,0.0209470893711929,0.033,0.0006666666666666
2016-06-28 19:00:00,6,28,19,241200.0,Montalban,0,0,0,0,0,0,20.53,9.008703072998443,615.9000000000001,0.0146268924711778,0.035,0.002
2016-06-28 19:00:00,6,28,19,241200.0,Sto_Nino,14420,0,0,0,0,0,11.98,16.56244462401487,790.6800000000001,0.0209470893711929,0.033,0.0006666666666666
2016-06-28 20:00:00,6,28,20,244800.0,Montalban,0,0,0,0,0,0,20.53,9.008703072998443,615.9000000000001,0.0146268924711778,0.035,0.002
2016-06-28 20:00:00,6,28,20,244800.0,Sto_Nino,14420,0,0,0,0,0,11.98,16.56244462401487,790.6800000000001,0.0209470893711929,0.033,0.0006666666666666
2016-06-28 21:00:00,6,28,21,248400.0,Montalban,0,0,0,0,0,0,20.53,9.008703072998443,615.9000000000001,0.0146268924711778,0.035,0.002
2016-06-28 21:00:00,6,28,21,248400.0,Sto_Nino,14420,0,0,0,0,0,11.97,16.360816636951284,790.0200000000001,0.0207093701893006,0.033,0.0006666666666666
2016-06-28 22:00:00,6,28,22,252000.0,Montalban,0,0,0,0,0,0,20.53,9.008703072998443,615.9000000000001,0.0146268924711778,0.035,0.002
2016-06-28 22:00:00,6,28,22,252000.0,Sto_Nino,14420,0,0,0,0,0,11.97,16.360816636951284,790.0200000000001,0.0207093701893006,0.033,0.0006666666666666
2016-06-28 23:00:00,6,28,23,255600.0,Montalban,0,0,0,0,0,0,20.53,9.008703072998443,615.9000000000001,0.0146268924711778,0.035,0.002
2016-06-28 23:00:00,6,28,23,255600.0,Sto_Nino,14420,0,0,0,0,0,11.97,16.360816636951284,790.0200000000001,0.0207093701893006,0.033,0.0006666666666666
2016-07-05 00:00:00,7,5,0,0.0,Montalban,0,0,0,0,0,0,20.66,10.262298327716202,619.8,0.0165574351850858,0.035,0.002
2016-07-05 00:00:00,7,5,0,0.0,Sto_Nino,14420,0,0,0,0,0,12.17,20.789044791954503,803.22,0.0258821304150226,0.033,0.0006666666666666
2016-07-05 01:00:00,7,5,1,3600.0,Montalban,0,0,0,0,0,0,20.65,10.16008268102932,619.5,0.016400456305132,0.035,0.002
2016-07-05 01:00:00,7,5,1,3600.0,Sto_Nino,14420,0,0,0,0,0,12.16,20.546968487027627,802.5600000000001,0.0256017848971137,0.033,0.0006666666666666
2016-07-05 02:00:00,7,5,2,7200.0,Montalban,0,0,0,0,0,0,20.65,10.16008268102932,619.5,0.016400456305132,0.035,0.002
2016-07-05 02:00:00,7,5,2,7200.0,Sto_Nino,14420,0,0,0,0,0,12.14,20.069609715740416,801.24,0.0250481874541216,0.033,0.0006666666666666
2016-07-05 03:00:00,7,5,3,10800.0,Montalban,0,0,0,0,0,0,20.64,10.058865489759564,619.2,0.0162449378064592,0.035,0.002
2016-07-05 03:00:00,7,5,3,10800.0,Sto_Nino,14420,0,0,0,0,0,12.13,19.83429509569469,800.58,0.0247749070619984,0.033,0.0006666666666666
2016-07-05 04:00:00,7,5,4,14400.0,Montalban,0,0,0,0,0,0,20.64,10.058865489759564,619.2,0.0162449378064592,0.035,0.002
2016-07-05 04:00:00,7,5,4,14400.0,Sto_Nino,14420,0,0,0,0,0,12.12,19.60120234595522,799.92,0.0245039533277768,0.033,0.0006666666666666
2016-07-05 05:00:00,7,5,5,18000.0,Montalban,0,0,0,0,0,0,20.63,9.958637192825556,618.9,0.0160908663642358,0.035,0.002
2016-07-05 05:00:00,7,5,5,18000.0,Sto_Nino,14420,0,0,0,0,0,12.1,19.141618999995096,798.6,0.0239689694465252,0.033,0.0006666666666666
2016-07-05 06:00:00,7,5,6,21600.0,Montalban,0,0,0,0,0,0,20.63,9.958637192825556,618.9,0.0160908663642358,0.035,0.002
2016-07-05 06:00:00,7,5,6,21600.0,Sto_Nino,14420,0,0,0,0,0,12.09,18.915096867258104,797.9399999999999,0.0237049112304911,0.033,0.0006666666666666
2016-07-05 07:00:00,7,5,7,25200.0,Montalban,0,0,0,0,0,0,20.63,9.958637192825556,618.9,0.0160908663642358,0.035,0.002
2016-07-05 07:00:00,7,5,7,25200.0,Sto_Nino,14420,0,0,0,0,0,12.09,18.915096867258104,797.9399999999999,0.0237049112304911,0.033,0.0006666666666666
2016-07-05 08:00:00,7,5,8,28800.0,Montalban,0,0,0,0,0,0,20.63,9.958637192825556,618.9,0.0160908663642358,0.035,0.002
2016-07-05 08:00:00,7,5,8,28800.0,Sto_Nino,14420,0,0,0,0,0,12.08,18.690733531405485,797.28,0.0234431235342733,0.033,0.0006666666666666
2016-07-05 09:00:00,7,5,9,32400.0,Montalban,0,0,0,0,0,0,20.62,9.859388318863228,618.6,0.0159382287728147,0.035,0.002
2016-07-05 09:00:00,7,5,9,32400.0,Sto_Nino,14420,0,0,0,0,0,12.08,18.690733531405485,797.28,0.0234431235342733,0.033,0.0006666666666666
2016-07-05 10:00:00,7,5,10,36000.0,Montalban,0,0,0,0,0,0,20.62,9.859388318863228,618.6,0.0159382287728147,0.035,0.002
2016-07-05 10:00:00,7,5,10,36000.0,Sto_Nino,14420,0,0,0,0,0,12.08,18.690733531405485,797.28,0.0234431235342733,0.033,0.0006666666666666
2016-07-05 11:00:00,7,5,11,39600.0,Montalban,0,0,0,0,0,0,20.62,9.859388318863228,618.6,0.0159382287728147,0.035,0.002
2016-07-05 11:00:00,7,5,11,39600.0,Sto_Nino,14420,0,0,0,0,0,12.07,18.46851341548696,796.62,0.0231835924474491,0.033,0.0006666666666666
