2023-01-01 00:00:00,12.08
2022-12-31 23:00:00,12.09
2022-12-31 22:00:00,12.09
2022-12-31 21:00:00,12.11
2022-12-31 20:00:00,12.11
2022-12-31 19:00:00,12.11
2022-12-31 18:00:00,12.10
2022-12-31 17:00:00,12.10
2022-12-31 16:00:00,12.10
2022-12-31 15:00:00,12.08
2022-12-31 14:00:00,12.08
2022-12-31 13:00:00,12.08
2022-12-31 12:00:00,12.08
2022-12-31 11:00:00,12.07
2022-12-31 10:00:00,12.08
2022-12-31 09:00:00,12.09
2022-12-31 08:00:00,12.10
2022-12-31 07:00:00,12.10
2022-12-31 06:00:00,12.10
2022-12-31 05:00:00,12.11
2022-12-31 04:00:00,12.12
2022-12-31 03:00:00,12.12
2022-12-31 02:00:00,12.13
2022-12-31 01:00:00,12.12
